Godot Engine v4.2.2.stable.mono.official.15073afe3 - https://godotengine.org
Vulkan API 1.4.308 - Forward+ - Using Vulkan Device #0: AMD - AMD Radeon RX 7900 XT
 
✅ Chunk mesh updated with 332 vertices, 498 indices
✅ Chunk mesh updated with 584 vertices, 876 indices
✅ Chunk mesh updated with 360 vertices, 540 indices
✅ Chunk mesh updated with 468 vertices, 702 indices
✅ Chunk mesh updated with 612 vertices, 918 indices
✅ Chunk mesh updated with 376 vertices, 564 indices
✅ Chunk mesh updated with 520 vertices, 780 indices
✅ Chunk mesh updated with 568 vertices, 852 indices
✅ Chunk mesh updated with 532 vertices, 798 indices
✅ Chunk mesh updated with 596 vertices, 894 indices
✅ Chunk mesh updated with 520 vertices, 780 indices
✅ Chunk mesh updated with 388 vertices, 582 indices
✅ Chunk mesh updated with 184 vertices, 276 indices
✅ Chunk mesh updated with 528 vertices, 792 indices
✅ Chunk mesh updated with 532 vertices, 798 indices
✅ Chunk mesh updated with 556 vertices, 834 indices
✅ Chunk mesh updated with 352 vertices, 528 indices
✅ Chunk mesh updated with 532 vertices, 798 indices
✅ Chunk mesh updated with 580 vertices, 870 indices
✅ Chunk mesh updated with 388 vertices, 582 indices
✅ Chunk mesh updated with 412 vertices, 618 indices
✅ Chunk mesh updated with 276 vertices, 414 indices
✅ Chunk mesh updated with 508 vertices, 762 indices
✅ Chunk mesh updated with 540 vertices, 810 indices
✅ Chunk mesh updated with 388 vertices, 582 indices
✅ Chunk mesh updated with 504 vertices, 756 indices
✅ Chunk mesh updated with 456 vertices, 684 indices
✅ Chunk mesh updated with 616 vertices, 924 indices
✅ Chunk mesh updated with 384 vertices, 576 indices
✅ Chunk mesh updated with 524 vertices, 786 indices
✅ Chunk mesh updated with 500 vertices, 750 indices
✅ Chunk mesh updated with 620 vertices, 930 indices
✅ Chunk mesh updated with 304 vertices, 456 indices
✅ Chunk mesh updated with 460 vertices, 690 indices
✅ Chunk mesh updated with 136 vertices, 204 indices
✅ Chunk mesh updated with 348 vertices, 522 indices
✅ Chunk mesh updated with 452 vertices, 678 indices
✅ Chunk mesh updated with 372 vertices, 558 indices
✅ Chunk mesh updated with 468 vertices, 702 indices
✅ Chunk mesh updated with 460 vertices, 690 indices
✅ Chunk mesh updated with 212 vertices, 318 indices
✅ Chunk mesh updated with 452 vertices, 678 indices
✅ Chunk mesh updated with 608 vertices, 912 indices
✅ Chunk mesh updated with 368 vertices, 552 indices
✅ Chunk mesh updated with 524 vertices, 786 indices
✅ Chunk mesh updated with 588 vertices, 882 indices
✅ Chunk mesh updated with 560 vertices, 840 indices
✅ Chunk mesh updated with 392 vertices, 588 indices
✅ Chunk mesh updated with 488 vertices, 732 indices
✅ Chunk mesh updated with 584 vertices, 876 indices
✅ Chunk mesh updated with 308 vertices, 462 indices
✅ Chunk mesh updated with 420 vertices, 630 indices
✅ Chunk mesh updated with 424 vertices, 636 indices
✅ Chunk mesh updated with 404 vertices, 606 indices
✅ Chunk mesh updated with 440 vertices, 660 indices
✅ Chunk mesh updated with 316 vertices, 474 indices
✅ Chunk mesh updated with 504 vertices, 756 indices
✅ Chunk mesh updated with 432 vertices, 648 indices
✅ Chunk mesh updated with 312 vertices, 468 indices
✅ Chunk mesh updated with 292 vertices, 438 indices
✅ Chunk mesh updated with 572 vertices, 858 indices
✅ Chunk mesh updated with 508 vertices, 762 indices
✅ Chunk mesh updated with 620 vertices, 930 indices
✅ Chunk mesh updated with 456 vertices, 684 indices
✅ Chunk mesh updated with 476 vertices, 714 indices
✅ Chunk mesh updated with 416 vertices, 624 indices
✅ Chunk mesh updated with 444 vertices, 666 indices
✅ Chunk mesh updated with 604 vertices, 906 indices
✅ Chunk mesh updated with 468 vertices, 702 indices
✅ Chunk mesh updated with 212 vertices, 318 indices
✅ Chunk mesh updated with 596 vertices, 894 indices
✅ Chunk mesh updated with 420 vertices, 630 indices
✅ Chunk mesh updated with 436 vertices, 654 indices
✅ Chunk mesh updated with 484 vertices, 726 indices
✅ Chunk mesh updated with 624 vertices, 936 indices
✅ Chunk mesh updated with 252 vertices, 378 indices
✅ Chunk mesh updated with 516 vertices, 774 indices
✅ Chunk mesh updated with 336 vertices, 504 indices
✅ Chunk mesh updated with 492 vertices, 738 indices
✅ Chunk mesh updated with 288 vertices, 432 indices
✅ ChunkManager assigned to player.
🧱 Placing block at: (-5, 8, -5)
🌍 Requested true at world (-5, 8, -5) → chunk (-1, 0, -1) local (11, 8, 11)
✅ Placed block at (11, 8, 11) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🧱 Placing block at: (-5, 8, -4)
🌍 Requested true at world (-5, 8, -4) → chunk (-1, 0, -1) local (11, 8, 12)
✅ Placed block at (11, 8, 12) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🧱 Placing block at: (-5, 8, -3)
🌍 Requested true at world (-5, 8, -3) → chunk (-1, 0, -1) local (11, 8, 13)
✅ Placed block at (11, 8, 13) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🪓 Breaking block at: (-5, 8, -3)
🌍 Requested BREAK at world (-5, 8, -3) → chunk (-1, 0, -1) local (11, 8, 13)
🗑️ Removed block at (11, 8, 13) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🪓 Breaking block at: (-5, 8, -4)
🌍 Requested BREAK at world (-5, 8, -4) → chunk (-1, 0, -1) local (11, 8, 12)
🗑️ Removed block at (11, 8, 12) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🪓 Breaking block at: (-5, 8, -5)
🌍 Requested BREAK at world (-5, 8, -5) → chunk (-1, 0, -1) local (11, 8, 11)
🗑️ Removed block at (11, 8, 11) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 360 vertices, 540 indices
🧱 Placing block at: (-8, 8, -8)
🌍 Requested true at world (-8, 8, -8) → chunk (-1, 0, -1) local (8, 8, 8)
✅ Placed block at (8, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🧱 Placing block at: (-10, 8, -8)
🌍 Requested true at world (-10, 8, -8) → chunk (-1, 0, -1) local (6, 8, 8)
✅ Placed block at (6, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 408 vertices, 612 indices
🧱 Placing block at: (-11, 8, -9)
🌍 Requested true at world (-11, 8, -9) → chunk (-1, 0, -1) local (5, 8, 7)
✅ Placed block at (5, 8, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 436 vertices, 654 indices
🧱 Placing block at: (-11, 9, -9)
🌍 Requested true at world (-11, 9, -9) → chunk (-1, 0, -1) local (5, 9, 7)
✅ Placed block at (5, 9, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 436 vertices, 654 indices
🧱 Placing block at: (-11, 10, -9)
🌍 Requested true at world (-11, 10, -9) → chunk (-1, 0, -1) local (5, 10, 7)
✅ Placed block at (5, 10, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 436 vertices, 654 indices
🪓 Breaking block at: (-11, 9, -9)
🌍 Requested BREAK at world (-11, 9, -9) → chunk (-1, 0, -1) local (5, 9, 7)
🗑️ Removed block at (5, 9, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 460 vertices, 690 indices
🪓 Breaking block at: (-11, 8, -9)
🌍 Requested BREAK at world (-11, 8, -9) → chunk (-1, 0, -1) local (5, 8, 7)
🗑️ Removed block at (5, 8, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 432 vertices, 648 indices
🧱 Placing block at: (-10, 9, -8)
🌍 Requested true at world (-10, 9, -8) → chunk (-1, 0, -1) local (6, 9, 8)
✅ Placed block at (6, 9, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 432 vertices, 648 indices
🧱 Placing block at: (-10, 9, -7)
🌍 Requested true at world (-10, 9, -7) → chunk (-1, 0, -1) local (6, 9, 9)
✅ Placed block at (6, 9, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 448 vertices, 672 indices
🧱 Placing block at: (-12, 8, -8)
🌍 Requested true at world (-12, 8, -8) → chunk (-1, 0, -1) local (4, 8, 8)
✅ Placed block at (4, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 476 vertices, 714 indices
🧱 Placing block at: (-11, 8, -7)
🌍 Requested true at world (-11, 8, -7) → chunk (-1, 0, -1) local (5, 8, 9)
✅ Placed block at (5, 8, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 500 vertices, 750 indices
🪓 Breaking block at: (-10, 8, -8)
🌍 Requested BREAK at world (-10, 8, -8) → chunk (-1, 0, -1) local (6, 8, 8)
🗑️ Removed block at (6, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 484 vertices, 726 indices
🪓 Breaking block at: (-11, 8, -7)
🌍 Requested BREAK at world (-11, 8, -7) → chunk (-1, 0, -1) local (5, 8, 9)
🗑️ Removed block at (5, 8, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 460 vertices, 690 indices
🪓 Breaking block at: (-12, 8, -8)
🌍 Requested BREAK at world (-12, 8, -8) → chunk (-1, 0, -1) local (4, 8, 8)
🗑️ Removed block at (4, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 432 vertices, 648 indices
🧱 Placing block at: (-11, 8, -8)
🌍 Requested true at world (-11, 8, -8) → chunk (-1, 0, -1) local (5, 8, 8)
✅ Placed block at (5, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 8, -7)
🌍 Requested true at world (-11, 8, -7) → chunk (-1, 0, -1) local (5, 8, 9)
✅ Placed block at (5, 8, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-12, 8, -8)
🌍 Requested true at world (-12, 8, -8) → chunk (-1, 0, -1) local (4, 8, 8)
✅ Placed block at (4, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 472 vertices, 708 indices
🧱 Placing block at: (-12, 8, -7)
🌍 Requested true at world (-12, 8, -7) → chunk (-1, 0, -1) local (4, 8, 9)
✅ Placed block at (4, 8, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-13, 8, -8)
🌍 Requested true at world (-13, 8, -8) → chunk (-1, 0, -1) local (3, 8, 8)
✅ Placed block at (3, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 472 vertices, 708 indices
🧱 Placing block at: (-13, 8, -7)
🌍 Requested true at world (-13, 8, -7) → chunk (-1, 0, -1) local (3, 8, 9)
✅ Placed block at (3, 8, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 9, -8)
🌍 Requested true at world (-11, 9, -8) → chunk (-1, 0, -1) local (5, 9, 8)
✅ Placed block at (5, 9, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 472 vertices, 708 indices
🧱 Placing block at: (-11, 9, -7)
🌍 Requested true at world (-11, 9, -7) → chunk (-1, 0, -1) local (5, 9, 9)
✅ Placed block at (5, 9, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-12, 9, -8)
🌍 Requested true at world (-12, 9, -8) → chunk (-1, 0, -1) local (4, 9, 8)
✅ Placed block at (4, 9, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 472 vertices, 708 indices
🧱 Placing block at: (-12, 9, -7)
🌍 Requested true at world (-12, 9, -7) → chunk (-1, 0, -1) local (4, 9, 9)
✅ Placed block at (4, 9, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 11, -9)
🌍 Requested true at world (-11, 11, -9) → chunk (-1, 0, -1) local (5, 11, 7)
✅ Placed block at (5, 11, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 12, -9)
🌍 Requested true at world (-11, 12, -9) → chunk (-1, 0, -1) local (5, 12, 7)
✅ Placed block at (5, 12, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 13, -9)
🌍 Requested true at world (-11, 13, -9) → chunk (-1, 0, -1) local (5, 13, 7)
✅ Placed block at (5, 13, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🪓 Breaking block at: (-11, 11, -9)
🌍 Requested BREAK at world (-11, 11, -9) → chunk (-1, 0, -1) local (5, 11, 7)
🗑️ Removed block at (5, 11, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 480 vertices, 720 indices
🪓 Breaking block at: (-11, 10, -9)
🌍 Requested BREAK at world (-11, 10, -9) → chunk (-1, 0, -1) local (5, 10, 7)
🗑️ Removed block at (5, 10, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🪓 Breaking block at: (-11, 12, -9)
🌍 Requested BREAK at world (-11, 12, -9) → chunk (-1, 0, -1) local (5, 12, 7)
🗑️ Removed block at (5, 12, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 12, -9)
🌍 Requested true at world (-11, 12, -9) → chunk (-1, 0, -1) local (5, 12, 7)
✅ Placed block at (5, 12, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 11, -9)
🌍 Requested true at world (-11, 11, -9) → chunk (-1, 0, -1) local (5, 11, 7)
✅ Placed block at (5, 11, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-11, 10, -9)
🌍 Requested true at world (-11, 10, -9) → chunk (-1, 0, -1) local (5, 10, 7)
✅ Placed block at (5, 10, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 456 vertices, 684 indices
🧱 Placing block at: (-12, 9, -9)
🌍 Requested true at world (-12, 9, -9) → chunk (-1, 0, -1) local (4, 9, 7)
✅ Placed block at (4, 9, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 472 vertices, 708 indices
🧱 Placing block at: (-11, 9, -10)
🌍 Requested true at world (-11, 9, -10) → chunk (-1, 0, -1) local (5, 9, 6)
✅ Placed block at (5, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 496 vertices, 744 indices
🧱 Placing block at: (-12, 9, -10)
🌍 Requested true at world (-12, 9, -10) → chunk (-1, 0, -1) local (4, 9, 6)
✅ Placed block at (4, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 488 vertices, 732 indices
🧱 Placing block at: (-12, 10, -10)
🌍 Requested true at world (-12, 10, -10) → chunk (-1, 0, -1) local (4, 10, 6)
